#"theta [deg]" "DeltaBLA [a0]" V_G V_E w
35 0.188972612545783 0.003914384999916 0.017322147351296 -0.04163152166397
35 0.207869873800361 0.00445652999997 0.018241066953451 -0.041532404164184
35 0.226767135054939 0.005055120000179 0.019203700130591 -0.041438806265404
40 -0.264561657564096 0.00827392500014 0.010443975417591 -0.04524696571078
40 -0.245664396309518 0.00746836999997 0.010394665731179 -0.044975969803793
40 -0.22676713505494 0.006720925000081 0.010379634573624 -0.044715967444409
40 -0.207869873800362 0.006031124999936 0.010399535683574 -0.044467944090667
40 -0.188972612545783 0.00539853500004 0.010454051312574 -0.044231424847874
40 -0.170075351291205 0.004822755000077 0.010542856080344 -0.044005983045933
40 -0.151178090036626 0.00430340999992 0.010665760588209 -0.04379108237198
40 -0.132280828782049 0.003840150000087 0.010832216046508 -0.043594934432458
40 -0.11338356752747 0.003432675000113 0.011024633167538 -0.04340056341119
40 -0.094486306272892 0.003080715000124 0.011252453621317 -0.043216193992923
40 -0.075589045018313 0.002784045000226 0.011515815717954 -0.043041192313344
40 -0.056691783763735 0.002542485000049 0.011814978885309 -0.042874854982122
40 -0.037794522509157 0.002355895000164 0.01215017275147 -0.042716550568919
40 -0.018897261254579 0.002224180000212 0.012522937458221 -0.042567127992691
40 0 0.002147290000266 0.012932360729725 -0.042424493561995
40 0.018897261254578 0.002125205000084 0.013380136182801 -0.042289463382211
40 0.037794522509157 0.002157965000151 0.013854836112548 -0.042150973928054
40 0.056691783763735 0.002245624999887 0.014380400016448 -0.042029500669805
40 0.075589045018313 0.002388289999999 0.014945508392008 -0.041914081642474
40 0.094486306272891 0.00258609499997 0.015549222200878 -0.041802771397528
40 0.11338356752747 0.002839194999979 0.016196354981993 -0.041699257130567
40 0.132280828782048 0.00314778000029 0.01688298901434 -0.041598953564163
40 0.151178090036626 0.003512055000101 0.017612507347546 -0.041504242834206
40 0.170075351291204 0.003932240000267 0.018387175332563 -0.041415857805693
40 0.188972612545783 0.004408600000261 0.019202688528757 -0.041329553730241
40 0.207869873800361 0.004941400000007 0.020062861655508 -0.041247435819929
40 0.226767135054939 0.005530965000162 0.020969477038252 -0.041170876746377
45 -0.264561657564096 0.009225839999999 0.014663874815024 -0.044300946743365
45 -0.245664396309518 0.008399315000133 0.014495740967667 -0.04408041969579
45 -0.22676713505494 0.007631400000264 0.014361111490845 -0.043867782070246
45 -0.207869873800362 0.006921624999904 0.014263732466488 -0.043666278926881
45 -0.188972612545783 0.00626955000007 0.014203634116432 -0.043475164072518
45 -0.170075351291205 0.005674760000147 0.014182135531095 -0.043295117424787
45 -0.151178090036626 0.005136884999956 0.014196362174525 -0.043123024183971
45 -0.132280828782049 0.004655565000121 0.014257822736837 -0.042968488017898
45 -0.11338356752747 0.004230490000282 0.0143480520083 -0.042814135960647
45 -0.094486306272892 0.003861385000164 0.014475803386025 -0.042666914102739
45 -0.075589045018313 0.003548024999873 0.014641005600641 -0.04252641884512
45 -0.056691783763735 0.003290210000159 0.014846840904959 -0.042394616545458
45 -0.037794522509157 0.003087805000177 0.015092007742689 -0.042269722294849
45 -0.018897261254579 0.002940700000181 0.015375398211538 -0.042149716650327
45 0 0.002848834999895 0.015688083278807 -0.042026160408997
45 0.018897261254578 0.002812185000039 0.016054444603633 -0.041919932193039
45 0.037794522509157 0.002830774999893 0.016459807498629 -0.041817207528735
45 0.056691783763735 0.00290466000024 0.016906128408019 -0.041718760276694
45 0.075589045018313 0.003033930000129 0.017396697260112 -0.041627037428267
45 0.094486306272891 0.003218715000003 0.017927363730461 -0.041537482640052
45 0.11338356752747 0.003459174999989 0.018504803660252 -0.041455113984285
45 0.132280828782048 0.003755475000162 0.019124735283194 -0.04137550522171
45 0.151178090036626 0.004107825000119 0.019789149467015 -0.041299683650506
45 0.170075351291204 0.004516445000263 0.020498476867759 -0.041227330101572
45 0.188972612545783 0.004981580000276 0.02125325776037 -0.041158044258437
45 0.207869873800361 0.005503504999979 0.022053922233487 -0.041091567957351
45 0.226767135054939 0.006082525000238 0.022902499023926 -0.041029084981809
50 -0.264561657564096 0.010208380000222 0.018813822950486 -0.043468972519146
50 -0.245664396309518 0.009359510000195 0.018517969365995 -0.043295238175437
50 -0.22676713505494 0.008569765000175 0.0182616500517 -0.043130170894267
50 -0.207869873800362 0.007838670000183 0.018046171934086 -0.042974485338734
50 -0.188972612545783 0.00716578499987 0.017870232924936 -0.042826068449953
50 -0.170075351291205 0.00655069000004 0.017736452495612 -0.042687215940016
50 -0.151178090036626 0.005993000000217 0.017651120504786 -0.042562357115239
50 -0.132280828782049 0.005492355000115 0.017596330995736 -0.042435164407168
50 -0.11338356752747 0.005048434999935 0.017585445438331 -0.042317016671287
50 -0.094486306272892 0.004660964999857 0.017614134950205 -0.042203299016025
50 -0.075589045018313 0.004329705000146 0.017683987230907 -0.042094834610936
50 -0.056691783763735 0.004054460000134 0.017795004326673 -0.041991251758453
50 -0.037794522509157 0.00383507000015 0.017951947245322 -0.04189618001723
50 -0.018897261254579 0.003671434999887 0.01813815681961 -0.04179400989719
50 0 0.003563475000192 0.018376936495553 -0.041704884472866
50 0.018897261254578 0.003511155000069 0.018660851037329 -0.041621595129417
50 0.037794522509157 0.003514495000218 0.018988582135817 -0.041542446021385
50 0.056691783763735 0.003573540000161 0.019358901685435 -0.041465622340927
50 0.075589045018313 0.003688374999911 0.019773678332186 -0.0413921809882
50 0.094486306272891 0.003859115000068 0.020234820136611 -0.041323222458058
50 0.11338356752747 0.004085909999958 0.020741255419486 -0.041256891422998
50 0.132280828782048 0.004368935000002 0.021294667699991 -0.04119459991993
50 0.151178090036626 0.004708384999958 0.02189251239107 -0.041132959403649
50 0.170075351291204 0.005104469999878 0.022538247784694 -0.041074681224217
50 0.188972612545783 0.005557429999953 0.023232523490412 -0.041019294724612
50 0.207869873800361 0.006067540000004 0.023973824636818 -0.040965470450357
50 0.226767135054939 0.00663510000004 0.024766001726777 -0.040915715713385
55 -0.264561657564096 0.011218054999972 0.022802252229154 -0.042805244245484
55 -0.245664396309518 0.010346420000133 0.022385155947266 -0.042676057812447
55 -0.22676713505494 0.009534435000205 0.022010204517429 -0.042552095388764
55 -0.207869873800362 0.008781614999862 0.021690669193836 -0.042445207892987
55 -0.188972612545783 0.00808751500017 0.021404050498024 -0.042334343475615
55 -0.170075351291205 0.007451705000221 0.021160739265094 -0.042228489598583
55 -0.151178090036626 0.006873795000047 0.020962005190628 -0.042128731488592
55 -0.132280828782049 0.006353414999921 0.02080805886683 -0.042034366397566
55 -0.11338356752747 0.005890245000046 0.020697304534134 -0.041943599236764
55 -0.094486306272892 0.005484000000251 0.020631149754556 -0.041857538793165
55 -0.075589045018313 0.005134434999945 0.020611191925689 -0.041777201259502
55 -0.056691783763735 0.004841349999879 0.020633041582055 -0.041697739959225
55 -0.037794522509157 0.004604579999977 0.020702765041552 -0.041624736301812
55 -0.018897261254579 0.004424005000146 0.020816124587023 -0.04155323924063
55 0 0.004299550000269 0.020975956636511 -0.041486244323715
55 0.018897261254578 0.004231164999965 0.0211715596325 -0.041413093283668
55 0.037794522509157 0.004218864999984 0.021422151363525 -0.041350834703687
55 0.056691783763735 0.004262675000064 0.021720319599744 -0.041291727927045
55 0.075589045018313 0.004362680000213 0.022064425054635 -0.041234369255957
55 0.094486306272891 0.004518985000232 0.022458184298837 -0.041181209677519
55 0.11338356752747 0.00473173499995 0.022896890486551 -0.04112781579819
55 0.132280828782048 0.005001089999951 0.023385836091209 -0.041078228013352
55 0.151178090036626 0.005327240000042 0.023923491794275 -0.04103103459525
55 0.170075351291204 0.005710395000278 0.024508980110299 -0.040984157460473
55 0.188972612545783 0.006150789999992 0.02514408259835 -0.040939096268261
55 0.207869873800361 0.006648685000073 0.025829336951901 -0.040895523782564
55 0.226767135054939 0.007204385000023 0.026566528434631 -0.040855051464874
60 -0.264561657564096 0.012244399999872 0.026538822747045 -0.042320844654259
60 -0.245664396309518 0.011350419999872 0.026018383574938 -0.042236153275753
60 -0.22676713505494 0.010516589999952 0.025536220341746 -0.042148141512934
60 -0.207869873800362 0.009742430000188 0.025098385550409 -0.042061832262487
60 -0.188972612545783 0.009027475000039 0.024709334750705 -0.04198109741894
60 -0.170075351291205 0.008371294999961 0.024367236978435 -0.041904255548949
60 -0.151178090036626 0.007773485000143 0.024073786732141 -0.041832118722983
60 -0.132280828782049 0.007233679999899 0.023825559410116 -0.041761607954031
60 -0.11338356752747 0.006751545000043 0.023625589188524 -0.041695306223189
60 -0.094486306272892 0.006326790000003 0.023472385251733 -0.041631289490304
60 -0.075589045018313 0.005959170000096 0.023367392234137 -0.041570839449076
60 -0.056691783763735 0.005648475000271 0.023308968338266 -0.041512243940233
60 -0.037794522509157 0.005394539999998 0.023297205076479 -0.041455155261025
60 -0.018897261254579 0.005197230000249 0.023335254303781 -0.041402394643714
60 0 0.005056465000052 0.023418634005859 -0.041349010085742
60 0.018897261254578 0.00497218999999 0.02355210265743 -0.04129943111485
60 0.037794522509157 0.004944400000113 0.02372404081878 -0.041243353533155
60 0.056691783763735 0.004973130000053 0.023953376574915 -0.041196172382245
60 0.075589045018313 0.005058440000084 0.024233461256983 -0.04115210053205
60 0.094486306272891 0.005200430000059 0.024562856908973 -0.041109498007063
60 0.11338356752747 0.005399239999861 0.024941747772148 -0.041068274225752
60 0.132280828782048 0.005655020000177 0.025368894572812 -0.041026605378403
60 0.151178090036626 0.005967950000013 0.025847994267385 -0.040987259336085
60 0.170075351291204 0.006338229999983 0.026380680430491 -0.040951962424804
60 0.188972612545783 0.006766100000277 0.026962682028013 -0.040915660973233
60 0.207869873800361 0.007251819999965 0.027594102883355 -0.040878454518888
60 0.226767135054939 0.007795680000072 0.028280584503438 -0.040844535022566
65 -0.264561657564096 0.013228470000286 0.029870864938231 -0.041975716956278
65 -0.245664396309518 0.012313550000272 0.029239331104178 -0.041909230980541
65 -0.22676713505494 0.011459249999916 0.02865769895239 -0.041845096559762
65 -0.207869873800362 0.010665079999853 0.028125617014026 -0.041783076196787
65 -0.188972612545783 0.009930570000051 0.027644470111794 -0.041724313496659
65 -0.170075351291205 0.009255280000161 0.027214086489537 -0.041668480182489
65 -0.151178090036626 0.008638804999919 0.026832464207808 -0.04161399658213
65 -0.132280828782049 0.008080765000159 0.026501244345978 -0.041561880284822
65 -0.11338356752747 0.007580830000279 0.026220134773475 -0.04151203643382
65 -0.094486306272892 0.007138700000269 0.025989024946655 -0.041464222146857
65 -0.075589045018313 0.006754120000096 0.025806179088085 -0.041416713423178
65 -0.056691783763735 0.006426875000216 0.025674906322835 -0.041372230589238
65 -0.037794522509157 0.006156795000152 0.025593360022028 -0.041329257376929
65 -0.018897261254579 0.005943744999968 0.025561704850267 -0.041287446554379
65 0 0.005787630000214 0.025579909320691 -0.041246689107195
65 0.018897261254578 0.005688395000107 0.025649727724856 -0.041208322526335
65 0.037794522509157 0.005646030000207 0.025755920397161 -0.041158777598361
65 0.056691783763735 0.005660544999955 0.025927521721132 -0.041123298700559
65 0.075589045018313 0.005732005000027 0.026149562268452 -0.041088166063989
65 0.094486306272891 0.005860504999873 0.026420392314148 -0.041051870061803
65 0.11338356752747 0.006046155000149 0.026745378066576 -0.041018766637013
65 0.132280828782048 0.006289115000072 0.027119740654234 -0.040984111241557
65 0.151178090036626 0.006589550000172 0.027546902209729 -0.040951063606819
65 0.170075351291204 0.006947665000098 0.028027405601236 -0.040919270301936
65 0.188972612545783 0.0073636850002 0.028559624277813 -0.040887325124763
65 0.207869873800361 0.007837870000003 0.029147561859149 -0.040857950382582
65 0.226767135054939 0.008370519999971 0.029786280867293 -0.040826627823549
70 -0.264561657564096 0.014094810000188 0.032608908924081 -0.041687409567887
70 -0.245664396309518 0.013161195000066 0.031888486202398 -0.041637568993708
70 -0.22676713505494 0.012288610000269 0.03122471960155 -0.041592579070985
70 -0.207869873800362 0.011476565000066 0.030610806024998 -0.041546098280311
70 -0.188972612545783 0.010724579999987 0.030051131260632 -0.041502675534076
70 -0.170075351291205 0.01003221000019 0.029543829692263 -0.041460527531594
70 -0.151178090036626 0.009399045000009 0.029088803207568 -0.041419296979989
70 -0.132280828782049 0.008824705000279 0.028685613506011 -0.041378995684587
70 -0.11338356752747 0.008308845000101 0.02833573722373 -0.041340962192747
70 -0.094486306272892 0.007851169999867 0.02803739052396 -0.04130345477541
70 -0.075589045018313 0.007451415000105 0.027790428114411 -0.041266312388193
70 -0.056691783763735 0.007109364999906 0.027594631948405 -0.041229500417325
70 -0.037794522509157 0.006824829999914 0.027453463987594 -0.041195787180999
