#"theta [deg]" "DeltaBLA [a0]" V_G V_E w
70 -0.018897261254579 0.006597680000141 0.027361562903604 -0.041160700475397
70 0 0.006427809999877 0.027324121939951 -0.041128610085204
70 0.018897261254578 0.006315160000213 0.027336270222308 -0.041094592090052
70 0.037794522509157 0.006259709999995 0.027401133317365 -0.041061954453019
70 0.056691783763735 0.006261470000027 0.027508290755924 -0.041021589237001
70 0.075589045018313 0.006320490000235 0.02767925627707 -0.040991037635837
70 0.094486306272891 0.006436850000227 0.027901795606263 -0.040959842677375
70 0.11338356752747 0.006610665000153 0.028179514323485 -0.040931022637558
70 0.132280828782048 0.006842074999895 0.028509078099112 -0.040901509745478
70 0.151178090036626 0.007131249999929 0.0288925277143 -0.040872682832408
70 0.170075351291204 0.00747838999996 0.029328523420108 -0.040842794926471
70 0.188972612545783 0.007883719999882 0.029820516363112 -0.040815160191022
70 0.207869873800361 0.008347500000127 0.030367388446821 -0.040787872829072
70 0.226767135054939 0.008870024999851 0.030967595772827 -0.040759475133979
75 -0.264561657564096 0.014799750000293 0.034986545808171 -0.04168606822396
75 -0.245664396309518 0.013850575000106 0.034199073781451 -0.041650512416232
75 -0.22676713505494 0.012962775000233 0.033464987515833 -0.041613490091651
75 -0.207869873800362 0.012135845000103 0.032788648865405 -0.041579829596921
75 -0.188972612545783 0.011369305000244 0.032166346267164 -0.041546246343484
75 -0.170075351291205 0.010662714999853 0.031596163583041 -0.041510917534232
75 -0.151178090036626 0.010015650000241 0.031082878695696 -0.041478394215579
75 -0.132280828782049 0.009427734999917 0.030624255138961 -0.041447264311589
75 -0.11338356752747 0.008898625000256 0.030216860395121 -0.041414038239849
75 -0.094486306272892 0.008428009999989 0.029865501225822 -0.041383408322161
75 -0.075589045018313 0.008015625000098 0.029568199878817 -0.041353797400315
75 -0.056691783763735 0.007661245000236 0.02932330376747 -0.041323325106459
75 -0.037794522509157 0.007364680000137 0.029132199776251 -0.041293685342286
75 -0.018897261254579 0.007125789999918 0.028993181468659 -0.041263129220321
75 0 0.006944459999886 0.028907871799201 -0.04123320146773
75 0.018897261254578 0.006820625000273 0.028876451801399 -0.041203644199513
75 0.037794522509157 0.006754255000033 0.028900501425328 -0.041176150960577
75 0.056691783763735 0.006745359999968 0.028978331404999 -0.041149104198161
75 0.075589045018313 0.006793985000058 0.029106621725225 -0.041119218645429
75 0.094486306272891 0.006900195000071 0.029279786601595 -0.041082151835148
75 0.11338356752747 0.007064105000154 0.029518012609021 -0.041054358387233
75 0.132280828782048 0.007285845000297 0.029812492926854 -0.041028179355574
75 0.151178090036626 0.007565590000013 0.030159733391425 -0.041000623287458
75 0.170075351291204 0.007903530000021 0.030563689088133 -0.040974574007993
75 0.188972612545783 0.008299905000058 0.031020928809599 -0.040947036364423
75 0.207869873800361 0.008754965000207 0.031535322143824 -0.040921049330187
75 0.226767135054939 0.009269014999973 0.032105483815239 -0.0408949655342
80 -0.264561657564096 0.015345180000168 0.036734970444375 -0.041720917230916
80 -0.245664396309518 0.014384245000201 0.035894213254362 -0.041689951288376
80 -0.22676713505494 0.013484935000179 0.035113037591129 -0.041661167539923
80 -0.207869873800362 0.012646744999984 0.034387131272439 -0.041631739073334
80 -0.188972612545783 0.011869195000145 0.03371817845608 -0.041602795068565
80 -0.170075351291205 0.011151834999964 0.033105524592433 -0.041574526557359
80 -0.151178090036626 0.010494245000245 0.03254898566156 -0.041546685167869
80 -0.132280828782049 0.009896054999899 0.032046323014128 -0.041517791856545
80 -0.11338356752747 0.009356909999951 0.031599240463979 -0.04148910388544
80 -0.094486306272892 0.008876500000042 0.031209053688661 -0.041462324038233
80 -0.075589045018313 0.008454555000299 0.030873783080401 -0.041435818149507
80 -0.056691783763735 0.00809084499997 0.030591635014272 -0.041407791932155
80 -0.037794522509157 0.007785170000261 0.030364041658458 -0.041379944421988
80 -0.018897261254579 0.007537384999978 0.030190975878428 -0.041352150928195
80 0 0.007347364999987 0.030074110570415 -0.041325959055974
80 0.018897261254578 0.007215045000066 0.030009841257467 -0.041298192849645
80 0.037794522509157 0.007140385000184 0.03000176525965 -0.041271921010411
80 0.056691783763735 0.007123390000288 0.030046502286825 -0.041243803903785
80 0.075589045018313 0.007164095000007 0.030147423402197 -0.041217222181746
80 0.094486306272891 0.007262569999966 0.030291847576925 -0.041181367339106
80 0.11338356752747 0.007418919999964 0.030502257412035 -0.041154233179876
80 0.132280828782048 0.007633279999936 0.030769257310717 -0.041128532361266
80 0.151178090036626 0.007905814999958 0.031091468771933 -0.041102437308232
80 0.170075351291204 0.008236730000135 0.031468918731377 -0.041076122909223
80 0.188972612545783 0.008626254999854 0.031901979734474 -0.041049443105224
80 0.207869873800361 0.009074650000002 0.032394591371907 -0.041025459624154
80 0.226767135054939 0.009582215000137 0.032941659213725 -0.040999449772546
85 -0.264561657564096 0.015708379999978 0.03767818834202 -0.041641607348843
85 -0.245664396309518 0.014740000000074 0.036826827636254 -0.041631258594106
85 -0.22676713505494 0.013833405000241 0.036015695975808 -0.041605904680838
85 -0.207869873800362 0.012988084999961 0.035258716445344 -0.041577726373898
85 -0.188972612545783 0.012203549999867 0.034562784428115 -0.04155269510587
85 -0.170075351291205 0.011479360000067 0.033905675218219 -0.041512401677864
85 -0.151178090036626 0.010815094999998 0.033338054176648 -0.041499550591161
85 -0.132280828782049 0.010210375000042 0.032812037700701 -0.041474537755618
85 -0.11338356752747 0.00966485500021 0.032321845669031 -0.041432639464276
85 -0.094486306272892 0.009178225000142 0.031924104075843 -0.041421036808806
85 -0.075589045018313 0.008750205000069 0.031563522240788 -0.041393962499012
85 -0.056691783763735 0.008380560000205 0.031259849463754 -0.041368381590069
85 -0.037794522509157 0.008069094999883 0.031009499802182 -0.041340948062681
85 -0.018897261254579 0.00781563999999 0.03081764507803 -0.041316419940826
85 0 0.007620084999871 0.030678943482889 -0.041289915390361
85 0.018897261254578 0.007482349999918 0.030594978532487 -0.041263135711143
85 0.037794522509157 0.007402395000099 0.030565848014063 -0.041235937813913
85 0.056691783763735 0.007380210000065 0.030595220615679 -0.04121139439192
85 0.075589045018313 0.007415845000196 0.030675737625195 -0.041183401924659
85 0.094486306272891 0.007509349999964 0.030816678672041 -0.041159620519397
85 0.11338356752747 0.007660844999918 0.030996101115261 -0.041121554458706
85 0.132280828782048 0.007870450000155 0.031245734784957 -0.041095044338292
85 0.151178090036626 0.008138345000134 0.031552311960901 -0.04106988415916
85 0.170075351291204 0.008464725000067 0.031912957713698 -0.041042380121437
85 0.188972612545783 0.008849825000198 0.032332968472243 -0.041017613869799
85 0.207869873800361 0.009293909999997 0.032809381787382 -0.040992050156291
85 0.226767135054939 0.00979727999993 0.033342159861965 -0.04096602467729
90 -0.264561657564096 0.015865679999934 0.038055318026348 -0.041652032155024
90 -0.245664396309518 0.014894500000082 0.037175436884181 -0.041627644757904
90 -0.22676713505494 0.013985155000228 0.036354011419139 -0.041603363092392
90 -0.207869873800362 0.013137129999905 0.035574342060772 -0.041565176735352
90 -0.188972612545783 0.012349950000044 0.034866809792851 -0.041539200449284
90 -0.170075351291205 0.011623155000052 0.034232962959225 -0.041526853590718
90 -0.151178090036626 0.010956345000068 0.033639412404169 -0.041500663088959
90 -0.132280828782049 0.010349125000175 0.033089500597602 -0.04146353916094
90 -0.11338356752747 0.009801154999877 0.03262510075008 -0.04145066937433
90 -0.094486306272892 0.009312125000179 0.032200116914308 -0.041423690452588
90 -0.075589045018313 0.008881754999948 0.03181772479768 -0.041385825920604
90 -0.056691783763735 0.008509815000252 0.031522038763369 -0.041373664984453
90 -0.037794522509157 0.00819609500013 0.031266935093717 -0.041348810039481
90 -0.018897261254579 0.007940439999857 0.031065127533169 -0.041321985574535
90 0 0.007742719999897 0.030920160654508 -0.041296268903808
90 0.018897261254578 0.007602865000081 0.030829940153611 -0.041270300797215
90 0.037794522509157 0.007520820000082 0.030796562937777 -0.041245309644655
90 0.056691783763735 0.007496590000301 0.030816316647146 -0.041218242963559
90 0.075589045018313 0.007530209999914 0.030892765096211 -0.041192337380897
90 0.094486306272891 0.007621740000104 0.031026277291479 -0.041167282046602
90 0.11338356752747 0.007771290000164 0.031214937530495 -0.041141717392627
90 0.132280828782048 0.007978990000083 0.031446033947779 -0.04110477539028
90 0.151178090036626 0.008245009999882 0.031747232078009 -0.041079756230336
90 0.170075351291204 0.008569555000122 0.032102516658533 -0.041052402956525
90 0.188972612545783 0.008952850000242 0.032517511122602 -0.041027477620169
90 0.207869873800361 0.009395170000062 0.032988603393335 -0.041002092554375
90 0.226767135054939 0.009896805000153 0.033516567023855 -0.04097576361587
